Release,Filename,LOC,NR,nAuth,locTouched,locAdded,max_locAdded,avg_locAdded,churn,max_churn,avg_churn,chgSetSize,max_chgSetSize,avg_chgSetSize,Buggy
1,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java,42,2,2,52,50,48,17,96,48,48.0,310,281,155,N
1,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java,52,2,2,62,61,60,31,120,60,60.0,452,281,226,N
1,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java,62,3,2,82,76,70,11,210,70,70.0,481,281,160,N
1,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,166,4,2,221,202,180,13,726,183,182.0,578,281,145,Y
1,hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java,44,1,1,53,53,53,53,53,53,53.0,281,281,281,N
1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,386,4,2,492,472,450,28,1804,452,451.0,550,281,138,Y
1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java,33,1,1,39,39,39,39,39,39,39.0,281,281,281,N
1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java,66,2,2,86,82,78,16,156,78,78.0,452,281,226,N
1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java,54,2,2,66,65,64,33,128,64,64.0,452,281,226,Y
1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MessageFilter.java,28,2,2,33,32,31,16,62,31,31.0,452,281,226,N
1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java,52,2,2,65,61,57,12,114,57,57.0,452,281,226,N
1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java,96,2,2,118,111,104,14,208,104,104.0,452,281,226,Y
1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/TrueFilter.java,28,1,1,32,32,32,32,32,32,32.0,281,281,281,Y
1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/ZkSubscriptionManager.java,195,3,2,331,279,226,14,679,227,226.0,549,281,183,N
1,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,168,4,3,219,208,187,21,759,197,190.0,552,281,138,Y
1,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java,69,2,2,87,81,75,14,150,75,75.0,452,281,226,Y
1,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java,24,1,1,28,28,28,28,28,28,28.0,281,281,281,N
1,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java,44,2,2,56,54,52,27,104,52,52.0,452,281,226,Y
1,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,374,3,2,583,506,428,17,1285,429,428.0,549,281,183,Y
1,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java,79,2,2,164,134,104,5,208,104,104.0,452,281,226,N
1,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java,30,1,1,35,35,35,35,35,35,35.0,281,281,281,Y
1,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java,84,2,2,100,99,98,50,196,98,98.0,452,281,226,N
1,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java,66,3,2,109,94,78,19,235,79,78.0,549,281,183,N
1,hedwig-server/src/test/java/org/apache/hedwig/HelperMethods.java,51,2,2,62,60,57,20,115,58,58.0,452,281,226,N
1,hedwig-server/src/test/java/org/apache/hedwig/StubCallback.java,42,1,1,51,51,51,51,51,51,51.0,281,281,281,N
1,hedwig-server/src/test/java/org/apache/hedwig/StubScanCallback.java,47,1,1,57,57,57,57,57,57,57.0,281,281,281,N
1,hedwig-server/src/test/java/org/apache/hedwig/client/TestPubSubClient.java,205,3,2,270,250,230,14,690,230,230.0,481,281,160,Y
1,hedwig-server/src/test/java/org/apache/hedwig/server/HedwigHubTestBase.java,114,3,2,142,138,133,28,400,134,133.0,549,281,183,Y
1,hedwig-server/src/test/java/org/apache/hedwig/server/HedwigRegionTestBase.java,194,4,2,238,230,221,29,886,222,222.0,578,281,145,Y
1,hedwig-server/src/test/java/org/apache/hedwig/server/PubSubServerStandAloneTestBase.java,52,2,2,66,64,61,21,123,62,62.0,378,281,189,Y
1,hedwig-server/src/test/java/org/apache/hedwig/server/TestPubSubServerStartup.java,106,3,2,137,133,128,27,385,129,128.0,270,171,90,Y
1,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/StubDeliveryManager.java,54,2,2,71,68,65,17,130,65,65.0,452,281,226,Y
1,hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestBaseHandler.java,90,1,1,116,116,116,116,116,116,116.0,281,281,281,N
1,hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestSubUnsubHandler.java,137,2,2,188,177,166,18,332,166,166.0,452,281,226,N
1,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHub.java,634,3,2,769,731,692,24,2077,693,692.0,481,281,160,Y
1,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigRegion.java,82,3,2,109,101,93,14,279,93,93.0,481,281,160,Y
1,hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestPubSubServer.java,220,3,2,292,276,260,23,780,260,260.0,481,281,160,Y
1,hedwig-server/src/test/java/org/apache/hedwig/server/netty/WriteRecordingChannel.java,139,1,1,170,170,170,170,170,170,170.0,281,281,281,N
1,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/BookKeeperTestBase.java,147,8,3,204,186,126,8,1087,168,136.0,629,281,79,Y
1,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java,93,2,2,116,114,112,38,224,112,112.0,452,281,226,N
1,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubScanCallback.java,39,2,2,62,55,48,7,96,48,48.0,452,281,226,N
1,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManagerBlackBox.java,63,2,2,82,79,76,26,152,76,76.0,452,281,226,N
1,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookkeeperPersistenceManagerWhiteBox.java,107,2,2,133,131,129,44,258,129,129.0,452,281,226,N
1,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestLocalDBPersistenceManagerBlackBox.java,44,1,1,53,53,53,53,53,53,53.0,281,281,281,N
1,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestPersistenceManagerBlackBox.java,244,3,2,316,311,305,52,916,306,305.0,549,281,183,N
1,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheBlackBox.java,46,1,1,54,54,54,54,54,54,54.0,281,281,281,N
1,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheWhiteBox.java,219,2,2,286,277,268,28,536,268,268.0,452,281,226,N
1,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/StubSubscriptionManager.java,45,2,2,54,53,52,27,104,52,52.0,452,281,226,N
1,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestMMSubscriptionManager.java,171,2,2,240,223,206,12,412,206,206.0,0,0,0,N
1,hedwig-server/src/test/java/org/apache/hedwig/server/topics/StubTopicManager.java,54,2,2,68,66,64,33,128,64,64.0,452,281,226,N
1,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestConcurrentTopicAcquisition.java,191,1,1,206,206,206,206,206,206,206.0,3,3,3,N
1,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java,261,4,3,323,319,311,46,1251,315,313.0,551,281,138,N
1,hedwig-server/src/test/java/org/apache/hedwig/zookeeper/TestZkUtils.java,37,1,1,47,47,47,47,47,47,47.0,281,281,281,N
1,hedwig-server/src/test/java/org/apache/hedwig/zookeeper/ZooKeeperTestBase.java,78,2,2,94,93,92,47,184,92,92.0,452,281,226,N
2,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,191,3,1,239,227,177,11,601,215,200.0,18,9,6,N
2,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java,247,2,1,297,284,260,24,531,271,266.0,16,9,8,N
2,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,392,5,3,617,534,425,10,2190,451,438.0,29,9,6,N
2,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,121,0,0,0,0,0,0,0,0,0.0,0,0,0,N
2,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,327,2,2,486,305,83,12,125,124,63.0,9,7,5,Y
2,bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java,195,4,2,224,220,211,37,852,216,213.0,22,9,6,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,695,20,3,1422,580,94,3,475,133,24.0,167,25,8,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java,41,2,2,55,53,52,18,103,52,52.0,19,13,10,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,128,2,2,68,63,24,5,111,58,56.0,44,25,22,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,28,2,2,35,33,33,17,64,33,32.0,19,13,10,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,170,0,0,0,0,0,0,0,0,0.0,0,0,0,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,175,2,1,208,202,195,29,391,196,196.0,26,19,13,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,441,12,3,748,375,113,7,182,115,15.0,86,25,7,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,38,1,1,40,40,40,40,40,40,40.0,6,6,6,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,229,4,1,209,130,33,5,136,51,34.0,23,11,6,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,345,4,3,423,401,160,22,1281,379,320.0,51,25,13,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,446,7,3,581,545,378,24,3251,509,464.0,56,25,8,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,28,1,1,32,32,32,32,32,32,32.0,6,6,6,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,59,2,1,82,74,69,15,135,69,68.0,15,9,8,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,161,4,2,235,211,183,30,744,188,186.0,32,15,8,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,528,3,2,602,589,550,37,1680,576,560.0,38,25,13,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,132,3,1,164,161,157,32,472,158,157.0,23,11,8,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,39,8,2,761,128,86,5,-882,36,-110.0,70,19,9,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java,24,2,1,133,80,79,40,106,79,53.0,21,13,11,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,729,9,3,992,904,712,21,6932,816,770.0,67,25,7,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java,51,1,1,60,60,60,60,60,60,60.0,13,13,13,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,53,5,1,235,74,17,3,-103,36,-21.0,39,11,8,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,74,2,1,148,118,113,15,201,113,101.0,15,9,8,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,47,2,1,58,55,53,28,105,53,53.0,15,9,8,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,157,2,2,12,9,6,3,10,6,5.0,40,25,20,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,78,1,1,91,91,91,91,91,91,91.0,9,9,9,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,124,0,0,0,0,0,0,0,0,0.0,0,0,0,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,125,1,1,22,12,4,1,2,2,2.0,15,15,15,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,251,1,1,11,11,6,3,11,11,11.0,14,14,14,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,523,8,3,466,214,22,3,335,71,42.0,48,11,6,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,762,6,2,132,111,33,3,430,90,72.0,64,25,11,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,184,5,1,39,25,4,2,48,11,10.0,34,11,7,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,47,1,1,13,9,6,3,5,5,5.0,3,3,3,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,148,3,2,17,8,1,1,-1,1,0.0,51,25,17,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,58,1,1,22,13,11,7,4,4,4.0,11,11,11,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,132,2,1,59,26,22,4,-14,-7,-7.0,30,25,15,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,71,0,0,0,0,0,0,0,0,0.0,0,0,0,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,71,0,0,0,0,0,0,0,0,0.0,0,0,0,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,808,9,3,299,221,29,4,747,143,83.0,80,25,9,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,274,5,3,76,70,43,9,204,64,41.0,46,25,9,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,155,1,1,8,5,4,3,2,2,2.0,14,14,14,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,134,6,3,103,30,14,2,-222,0,-37.0,80,25,13,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,68,1,1,35,26,18,4,17,17,17.0,3,3,3,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,145,2,2,6,5,4,3,8,4,4.0,29,15,15,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,159,3,2,18,17,15,6,33,16,11.0,25,14,8,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,113,5,2,94,59,8,2,92,24,18.0,71,25,14,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,71,1,1,3,2,2,2,1,1,1.0,15,15,15,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,74,1,1,47,25,12,4,3,3,3.0,11,11,11,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,71,0,0,0,0,0,0,0,0,0.0,0,0,0,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,101,2,2,12,10,9,3,17,9,9.0,22,15,11,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,249,3,2,62,61,27,9,134,60,45.0,15,6,5,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,502,6,2,192,182,106,12,548,172,91.0,37,13,6,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java,24,1,1,27,27,27,27,27,27,27.0,2,2,2,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,80,2,1,90,89,84,30,172,88,86.0,6,4,3,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,260,4,3,42,36,21,4,57,30,14.0,37,25,9,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,158,2,2,42,12,3,1,-15,3,-7.0,11,6,6,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,469,4,2,65,29,5,2,8,9,2.0,14,6,4,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,179,1,1,5,5,5,5,5,5,5.0,25,25,25,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,133,1,1,7,5,2,1,3,3,3.0,5,5,5,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,91,1,1,2,1,1,1,0,0,0.0,25,25,25,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java,121,1,1,132,132,132,132,132,132,132.0,0,0,0,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,208,1,1,236,236,236,236,236,236,236.0,13,13,13,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,198,3,2,52,49,22,7,66,46,22.0,19,14,6,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,152,3,2,22,20,8,5,36,18,12.0,35,15,12,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,451,9,2,192,153,27,4,789,114,88.0,99,25,11,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java,75,1,1,90,90,90,90,90,90,90.0,13,13,13,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java,48,1,1,58,58,58,58,58,58,58.0,13,13,13,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,114,0,0,0,0,0,0,0,0,0.0,0,0,0,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,467,4,1,22,9,3,1,-7,0,-2.0,45,25,11,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,592,10,3,295,193,39,4,470,91,47.0,70,25,7,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,121,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,164,0,0,0,0,0,0,0,0,0.0,0,0,0,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,137,0,0,0,0,0,0,0,0,0.0,0,0,0,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,83,1,1,4,2,1,1,0,0,0.0,25,25,25,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,648,2,1,667,666,665,333,1330,665,665.0,28,25,14,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,50,1,1,55,55,55,55,55,55,55.0,7,7,7,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,227,5,2,158,109,24,4,127,60,25.0,49,25,10,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java,47,0,0,0,0,0,0,0,0,0.0,0,0,0,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,30,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,83,0,0,0,0,0,0,0,0,0.0,0,0,0,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,32,0,0,0,0,0,0,0,0,0.0,0,0,0,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,59,0,0,0,0,0,0,0,0,0.0,0,0,0,N
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,83,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieJournalTest.java,493,9,3,652,617,394,13,4645,582,516.0,76,19,8,Y
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CompactionTest.java,265,3,2,345,332,317,26,953,319,318.0,37,19,12,N
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CookieTest.java,287,2,1,325,323,298,65,619,321,310.0,21,19,11,N
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java,162,8,3,139,116,60,5,312,93,39.0,44,19,6,N
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/LedgerCacheTest.java,190,5,2,280,280,127,47,1037,280,207.0,25,11,5,N
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/UpgradeTest.java,213,5,3,277,263,115,13,1108,249,222.0,54,19,11,Y
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTest.java,77,3,1,264,264,88,88,528,264,176.0,23,11,8,N
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java,64,0,0,0,0,0,0,0,0,0.0,0,0,0,N
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java,643,6,2,209,163,134,10,111,117,19.0,69,19,12,N
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieThrottleTest.java,113,1,1,127,127,127,127,127,127,127.0,2,2,2,N
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/ClientUtil.java,27,1,1,30,30,30,30,30,30,30.0,5,5,5,N
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java,335,4,3,59,47,31,4,43,35,11.0,44,19,11,Y
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestReadTimeout.java,89,5,2,115,108,101,14,505,101,101.0,40,11,8,N
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/GcLedgersTest.java,151,1,1,167,167,167,167,167,167,167.0,6,6,6,N
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalAsyncLedgerOpsTest.java,40,0,0,0,0,0,0,0,0,0.0,0,0,0,N
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieFailureTest.java,40,0,0,0,0,0,0,0,0,0.0,0,0,0,N
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieReadWriteTest.java,40,0,0,0,0,0,0,0,0,0.0,0,0,0,N
